ExternalId,Subject,Status,Priority,Reason,Account_ExternalId__c,Contact_ExternalId__c
CASE002333,General enquiry — Case 2333,New,Medium,,ACC000333,CON002333
CASE002334,General enquiry — Case 2334,Working,Low,,ACC000334,CON002334
CASE002335,General enquiry — Case 2335,Escalated,,,ACC000335,
CASE002336,General enquiry — Case 2336,Closed,Medium,,ACC000336,CON002336
CASE002337,General enquiry — Case 2337,New,Low,,,CON002337
CASE002338,General enquiry — Case 2338,Working,,,ACC000338,
CASE002339,General enquiry — Case 2339,Escalated,Medium,,ACC000339,CON002339
CASE002340,General enquiry — Case 2340,Closed,Low,,ACC000340,CON002340
CASE002341,General enquiry — Case 2341,New,,,ACC000341,
CASE002342,General enquiry — Case 2342,Working,Medium,,ACC000342,CON002342
CASE002343,General enquiry — Case 2343,Escalated,Low,,ACC000343,CON002343
CASE002344,General enquiry — Case 2344,Closed,,,ACC000344,
CASE002345,General enquiry — Case 2345,New,Medium,,,CON002345
CASE002346,General enquiry — Case 2346,Working,Low,,ACC000346,CON002346
CASE002347,General enquiry — Case 2347,Escalated,,,ACC000347,
CASE002348,General enquiry — Case 2348,Closed,Medium,,ACC000348,CON002348
CASE002349,General enquiry — Case 2349,New,Low,,ACC000349,CON002349
CASE002350,General enquiry — Case 2350,Working,,,ACC000350,
CASE002351,General enquiry — Case 2351,Escalated,Medium,,ACC000351,CON002351
CASE002352,General enquiry — Case 2352,Closed,Low,,ACC000352,CON002352
CASE002353,General enquiry — Case 2353,New,,,,
CASE002354,General enquiry — Case 2354,Working,Medium,,ACC000354,CON002354
CASE002355,General enquiry — Case 2355,Escalated,Low,,ACC000355,CON002355
CASE002356,General enquiry — Case 2356,Closed,,,ACC000356,
CASE002357,General enquiry — Case 2357,New,Medium,,ACC000357,CON002357
CASE002358,General enquiry — Case 2358,Working,Low,,ACC000358,CON002358
CASE002359,General enquiry — Case 2359,Escalated,,,ACC000359,
CASE002360,General enquiry — Case 2360,Closed,Medium,,ACC000360,CON002360
CASE002361,General enquiry — Case 2361,New,Low,,,CON002361
CASE002362,General enquiry — Case 2362,Working,,,ACC000362,
CASE002363,General enquiry — Case 2363,Escalated,Medium,,ACC000363,CON002363
CASE002364,General enquiry — Case 2364,Closed,Low,,ACC000364,CON002364
CASE002365,General enquiry — Case 2365,New,,,ACC000365,
CASE002366,General enquiry — Case 2366,Working,Medium,,ACC000366,CON002366
CASE002367,General enquiry — Case 2367,Escalated,Low,,ACC000367,CON002367
CASE002368,General enquiry — Case 2368,Closed,,,ACC000368,
CASE002369,General enquiry — Case 2369,New,Medium,,,CON002369
CASE002370,General enquiry — Case 2370,Working,Low,,ACC000370,CON002370
CASE002371,General enquiry — Case 2371,Escalated,,,ACC000371,
CASE002372,General enquiry — Case 2372,Closed,Medium,,ACC000372,CON002372
CASE002373,General enquiry — Case 2373,New,Low,,ACC000373,CON002373
CASE002374,General enquiry — Case 2374,Working,,,ACC000374,
CASE002375,General enquiry — Case 2375,Escalated,Medium,,ACC000375,CON002375
CASE002376,General enquiry — Case 2376,Closed,Low,,ACC000376,CON002376
CASE002377,General enquiry — Case 2377,New,,,,
CASE002378,General enquiry — Case 2378,Working,Medium,,ACC000378,CON002378
CASE002379,General enquiry — Case 2379,Escalated,Low,,ACC000379,CON002379
CASE002380,General enquiry — Case 2380,Closed,,,ACC000380,
CASE002381,General enquiry — Case 2381,New,Medium,,ACC000381,CON002381
CASE002382,General enquiry — Case 2382,Working,Low,,ACC000382,CON002382
CASE002383,General enquiry — Case 2383,Escalated,,,ACC000383,
CASE002384,General enquiry — Case 2384,Closed,Medium,,ACC000384,CON002384
CASE002385,General enquiry — Case 2385,New,Low,,,CON002385
CASE002386,General enquiry — Case 2386,Working,,,ACC000386,
CASE002387,General enquiry — Case 2387,Escalated,Medium,,ACC000387,CON002387
CASE002388,General enquiry — Case 2388,Closed,Low,,ACC000388,CON002388
CASE002389,General enquiry — Case 2389,New,,,ACC000389,
CASE002390,General enquiry — Case 2390,Working,Medium,,ACC000390,CON002390
CASE002391,General enquiry — Case 2391,Escalated,Low,,ACC000391,CON002391
CASE002392,General enquiry — Case 2392,Closed,,,ACC000392,
CASE002393,General enquiry — Case 2393,New,Medium,,,CON002393
CASE002394,General enquiry — Case 2394,Working,Low,,ACC000394,CON002394
CASE002395,General enquiry — Case 2395,Escalated,,,ACC000395,
CASE002396,General enquiry — Case 2396,Closed,Medium,,ACC000396,CON002396
CASE002397,General enquiry — Case 2397,New,Low,,ACC000397,CON002397
CASE002398,General enquiry — Case 2398,Working,,,ACC000398,
CASE002399,General enquiry — Case 2399,Escalated,Medium,,ACC000399,CON002399
CASE002400,General enquiry — Case 2400,Closed,Low,,ACC000400,CON002400
CASE002401,General enquiry — Case 2401,New,,,,
CASE002402,General enquiry — Case 2402,Working,Medium,,ACC000402,CON002402
CASE002403,General enquiry — Case 2403,Escalated,Low,,ACC000403,CON002403
CASE002404,General enquiry — Case 2404,Closed,,,ACC000404,
CASE002405,General enquiry — Case 2405,New,Medium,,ACC000405,CON002405
CASE002406,General enquiry — Case 2406,Working,Low,,ACC000406,CON002406
CASE002407,General enquiry — Case 2407,Escalated,,,ACC000407,
CASE002408,General enquiry — Case 2408,Closed,Medium,,ACC000408,CON002408
CASE002409,General enquiry — Case 2409,New,Low,,,CON002409
CASE002410,General enquiry — Case 2410,Working,,,ACC000410,
CASE002411,General enquiry — Case 2411,Escalated,Medium,,ACC000411,CON002411
CASE002412,General enquiry — Case 2412,Closed,Low,,ACC000412,CON002412
CASE002413,General enquiry — Case 2413,New,,,ACC000413,
CASE002414,General enquiry — Case 2414,Working,Medium,,ACC000414,CON002414
CASE002415,General enquiry — Case 2415,Escalated,Low,,ACC000415,CON002415
CASE002416,General enquiry — Case 2416,Closed,,,ACC000416,
CASE002417,General enquiry — Case 2417,New,Medium,,,CON002417
CASE002418,General enquiry — Case 2418,Working,Low,,ACC000418,CON002418
CASE002419,General enquiry — Case 2419,Escalated,,,ACC000419,
CASE002420,General enquiry — Case 2420,Closed,Medium,,ACC000420,CON002420
CASE002421,General enquiry — Case 2421,New,Low,,ACC000421,CON002421
CASE002422,General enquiry — Case 2422,Working,,,ACC000422,
CASE002423,General enquiry — Case 2423,Escalated,Medium,,ACC000423,CON002423
CASE002424,General enquiry — Case 2424,Closed,Low,,ACC000424,CON002424
CASE002425,General enquiry — Case 2425,New,,,,
CASE002426,General enquiry — Case 2426,Working,Medium,,ACC000426,CON002426
CASE002427,General enquiry — Case 2427,Escalated,Low,,ACC000427,CON002427
CASE002428,General enquiry — Case 2428,Closed,,,ACC000428,
CASE002429,General enquiry — Case 2429,New,Medium,,ACC000429,CON002429
CASE002430,General enquiry — Case 2430,Working,Low,,ACC000430,CON002430
CASE002431,General enquiry — Case 2431,Escalated,,,ACC000431,
CASE002432,General enquiry — Case 2432,Closed,Medium,,ACC000432,CON002432
CASE002433,General enquiry — Case 2433,New,Low,,,CON002433
CASE002434,General enquiry — Case 2434,Working,,,ACC000434,
CASE002435,General enquiry — Case 2435,Escalated,Medium,,ACC000435,CON002435
CASE002436,General enquiry — Case 2436,Closed,Low,,ACC000436,CON002436
CASE002437,General enquiry — Case 2437,New,,,ACC000437,
CASE002438,General enquiry — Case 2438,Working,Medium,,ACC000438,CON002438
CASE002439,General enquiry — Case 2439,Escalated,Low,,ACC000439,CON002439
CASE002440,General enquiry — Case 2440,Closed,,,ACC000440,
CASE002441,General enquiry — Case 2441,New,Medium,,,CON002441
CASE002442,General enquiry — Case 2442,Working,Low,,ACC000442,CON002442
CASE002443,General enquiry — Case 2443,Escalated,,,ACC000443,
CASE002444,General enquiry — Case 2444,Closed,Medium,,ACC000444,CON002444
CASE002445,General enquiry — Case 2445,New,Low,,ACC000445,CON002445
CASE002446,General enquiry — Case 2446,Working,,,ACC000446,
CASE002447,General enquiry — Case 2447,Escalated,Medium,,ACC000447,CON002447
CASE002448,General enquiry — Case 2448,Closed,Low,,ACC000448,CON002448
CASE002449,General enquiry — Case 2449,New,,,,
CASE002450,General enquiry — Case 2450,Working,Medium,,ACC000450,CON002450
CASE002451,General enquiry — Case 2451,Escalated,Low,,ACC000451,CON002451
CASE002452,General enquiry — Case 2452,Closed,,,ACC000452,
CASE002453,General enquiry — Case 2453,New,Medium,,ACC000453,CON002453
CASE002454,General enquiry — Case 2454,Working,Low,,ACC000454,CON002454
CASE002455,General enquiry — Case 2455,Escalated,,,ACC000455,
CASE002456,General enquiry — Case 2456,Closed,Medium,,ACC000456,CON002456
CASE002457,General enquiry — Case 2457,New,Low,,,CON002457
CASE002458,General enquiry — Case 2458,Working,,,ACC000458,
CASE002459,General enquiry — Case 2459,Escalated,Medium,,ACC000459,CON002459
CASE002460,General enquiry — Case 2460,Closed,Low,,ACC000460,CON002460
CASE002461,General enquiry — Case 2461,New,,,ACC000461,
CASE002462,General enquiry — Case 2462,Working,Medium,,ACC000462,CON002462
CASE002463,General enquiry — Case 2463,Escalated,Low,,ACC000463,CON002463
CASE002464,General enquiry — Case 2464,Closed,,,ACC000464,
CASE002465,General enquiry — Case 2465,New,Medium,,,CON002465
CASE002466,General enquiry — Case 2466,Working,Low,,ACC000466,CON002466
CASE002467,General enquiry — Case 2467,Escalated,,,ACC000467,
CASE002468,General enquiry — Case 2468,Closed,Medium,,ACC000468,CON002468
CASE002469,General enquiry — Case 2469,New,Low,,ACC000469,CON002469
CASE002470,General enquiry — Case 2470,Working,,,ACC000470,
CASE002471,General enquiry — Case 2471,Escalated,Medium,,ACC000471,CON002471
CASE002472,General enquiry — Case 2472,Closed,Low,,ACC000472,CON002472
CASE002473,General enquiry — Case 2473,New,,,,
CASE002474,General enquiry — Case 2474,Working,Medium,,ACC000474,CON002474
CASE002475,General enquiry — Case 2475,Escalated,Low,,ACC000475,CON002475
CASE002476,General enquiry — Case 2476,Closed,,,ACC000476,
CASE002477,General enquiry — Case 2477,New,Medium,,ACC000477,CON002477
CASE002478,General enquiry — Case 2478,Working,Low,,ACC000478,CON002478
CASE002479,General enquiry — Case 2479,Escalated,,,ACC000479,
CASE002480,General enquiry — Case 2480,Closed,Medium,,ACC000480,CON002480
CASE002481,General enquiry — Case 2481,New,Low,,,CON002481
CASE002482,General enquiry — Case 2482,Working,,,ACC000482,
CASE002483,General enquiry — Case 2483,Escalated,Medium,,ACC000483,CON002483
CASE002484,General enquiry — Case 2484,Closed,Low,,ACC000484,CON002484
CASE002485,General enquiry — Case 2485,New,,,ACC000485,
CASE002486,General enquiry — Case 2486,Working,Medium,,ACC000486,CON002486
CASE002487,General enquiry — Case 2487,Escalated,Low,,ACC000487,CON002487
CASE002488,General enquiry — Case 2488,Closed,,,ACC000488,
CASE002489,General enquiry — Case 2489,New,Medium,,,CON002489
CASE002490,General enquiry — Case 2490,Working,Low,,ACC000490,CON002490
CASE002491,General enquiry — Case 2491,Escalated,,,ACC000491,
CASE002492,General enquiry — Case 2492,Closed,Medium,,ACC000492,CON002492
CASE002493,General enquiry — Case 2493,New,Low,,ACC000493,CON002493
CASE002494,General enquiry — Case 2494,Working,,,ACC000494,
CASE002495,General enquiry — Case 2495,Escalated,Medium,,ACC000495,CON002495
CASE002496,General enquiry — Case 2496,Closed,Low,,ACC000496,CON002496
CASE002497,General enquiry — Case 2497,New,,,,
CASE002498,General enquiry — Case 2498,Working,Medium,,ACC000498,CON002498
CASE002499,General enquiry — Case 2499,Escalated,Low,,ACC000499,CON002499
CASE002500,General enquiry — Case 2500,Closed,,,ACC000500,
CASE002501,General enquiry — Case 2501,New,Medium,,ACC000001,CON002501
CASE002502,General enquiry — Case 2502,Working,Low,,ACC000002,CON002502
CASE002503,General enquiry — Case 2503,Escalated,,,ACC000003,
CASE002504,General enquiry — Case 2504,Closed,Medium,,ACC000004,CON002504
CASE002505,General enquiry — Case 2505,New,Low,,,CON002505
CASE002506,General enquiry — Case 2506,Working,,,ACC000006,
CASE002507,General enquiry — Case 2507,Escalated,Medium,,ACC000007,CON002507
CASE002508,General enquiry — Case 2508,Closed,Low,,ACC000008,CON002508
CASE002509,General enquiry — Case 2509,New,,,ACC000009,
CASE002510,General enquiry — Case 2510,Working,Medium,,ACC000010,CON002510
CASE002511,General enquiry — Case 2511,Escalated,Low,,ACC000011,CON002511
CASE002512,General enquiry — Case 2512,Closed,,,ACC000012,
CASE002513,General enquiry — Case 2513,New,Medium,,,CON002513
CASE002514,General enquiry — Case 2514,Working,Low,,ACC000014,CON002514
CASE002515,General enquiry — Case 2515,Escalated,,,ACC000015,
CASE002516,General enquiry — Case 2516,Closed,Medium,,ACC000016,CON002516
CASE002517,General enquiry — Case 2517,New,Low,,ACC000017,CON002517
CASE002518,General enquiry — Case 2518,Working,,,ACC000018,
CASE002519,General enquiry — Case 2519,Escalated,Medium,,ACC000019,CON002519
CASE002520,General enquiry — Case 2520,Closed,Low,,ACC000020,CON002520
CASE002521,General enquiry — Case 2521,New,,,,
CASE002522,General enquiry — Case 2522,Working,Medium,,ACC000022,CON002522
CASE002523,General enquiry — Case 2523,Escalated,Low,,ACC000023,CON002523
CASE002524,General enquiry — Case 2524,Closed,,,ACC000024,
CASE002525,General enquiry — Case 2525,New,Medium,,ACC000025,CON002525
CASE002526,General enquiry — Case 2526,Working,Low,,ACC000026,CON002526
CASE002527,General enquiry — Case 2527,Escalated,,,ACC000027,
CASE002528,General enquiry — Case 2528,Closed,Medium,,ACC000028,CON002528
CASE002529,General enquiry — Case 2529,New,Low,,,CON002529
CASE002530,General enquiry — Case 2530,Working,,,ACC000030,
CASE002531,General enquiry — Case 2531,Escalated,Medium,,ACC000031,CON002531
CASE002532,General enquiry — Case 2532,Closed,Low,,ACC000032,CON002532
CASE002533,General enquiry — Case 2533,New,,,ACC000033,
CASE002534,General enquiry — Case 2534,Working,Medium,,ACC000034,CON002534
CASE002535,General enquiry — Case 2535,Escalated,Low,,ACC000035,CON002535
CASE002536,General enquiry — Case 2536,Closed,,,ACC000036,
CASE002537,General enquiry — Case 2537,New,Medium,,,CON002537
CASE002538,General enquiry — Case 2538,Working,Low,,ACC000038,CON002538
CASE002539,General enquiry — Case 2539,Escalated,,,ACC000039,
CASE002540,General enquiry — Case 2540,Closed,Medium,,ACC000040,CON002540
CASE002541,General enquiry — Case 2541,New,Low,,ACC000041,CON002541
CASE002542,General enquiry — Case 2542,Working,,,ACC000042,
CASE002543,General enquiry — Case 2543,Escalated,Medium,,ACC000043,CON002543
CASE002544,General enquiry — Case 2544,Closed,Low,,ACC000044,CON002544
CASE002545,General enquiry — Case 2545,New,,,,
CASE002546,General enquiry — Case 2546,Working,Medium,,ACC000046,CON002546
CASE002547,General enquiry — Case 2547,Escalated,Low,,ACC000047,CON002547
CASE002548,General enquiry — Case 2548,Closed,,,ACC000048,
CASE002549,General enquiry — Case 2549,New,Medium,,ACC000049,CON002549
CASE002550,General enquiry — Case 2550,Working,Low,,ACC000050,CON002550
CASE002551,General enquiry — Case 2551,Escalated,,,ACC000051,
CASE002552,General enquiry — Case 2552,Closed,Medium,,ACC000052,CON002552
CASE002553,General enquiry — Case 2553,New,Low,,,CON002553
CASE002554,General enquiry — Case 2554,Working,,,ACC000054,
CASE002555,General enquiry — Case 2555,Escalated,Medium,,ACC000055,CON002555
CASE002556,General enquiry — Case 2556,Closed,Low,,ACC000056,CON002556
CASE002557,General enquiry — Case 2557,New,,,ACC000057,
CASE002558,General enquiry — Case 2558,Working,Medium,,ACC000058,CON002558
CASE002559,General enquiry — Case 2559,Escalated,Low,,ACC000059,CON002559
CASE002560,General enquiry — Case 2560,Closed,,,ACC000060,
CASE002561,General enquiry — Case 2561,New,Medium,,,CON002561
CASE002562,General enquiry — Case 2562,Working,Low,,ACC000062,CON002562
CASE002563,General enquiry — Case 2563,Escalated,,,ACC000063,
CASE002564,General enquiry — Case 2564,Closed,Medium,,ACC000064,CON002564
CASE002565,General enquiry — Case 2565,New,Low,,ACC000065,CON002565
CASE002566,General enquiry — Case 2566,Working,,,ACC000066,
CASE002567,General enquiry — Case 2567,Escalated,Medium,,ACC000067,CON002567
CASE002568,General enquiry — Case 2568,Closed,Low,,ACC000068,CON002568
CASE002569,General enquiry — Case 2569,New,,,,
CASE002570,General enquiry — Case 2570,Working,Medium,,ACC000070,CON002570
CASE002571,General enquiry — Case 2571,Escalated,Low,,ACC000071,CON002571
CASE002572,General enquiry — Case 2572,Closed,,,ACC000072,
CASE002573,General enquiry — Case 2573,New,Medium,,ACC000073,CON002573
CASE002574,General enquiry — Case 2574,Working,Low,,ACC000074,CON002574
CASE002575,General enquiry — Case 2575,Escalated,,,ACC000075,
CASE002576,General enquiry — Case 2576,Closed,Medium,,ACC000076,CON002576
CASE002577,General enquiry — Case 2577,New,Low,,,CON002577
CASE002578,General enquiry — Case 2578,Working,,,ACC000078,
CASE002579,General enquiry — Case 2579,Escalated,Medium,,ACC000079,CON002579
CASE002580,General enquiry — Case 2580,Closed,Low,,ACC000080,CON002580
CASE002581,General enquiry — Case 2581,New,,,ACC000081,
CASE002582,General enquiry — Case 2582,Working,Medium,,ACC000082,CON002582
CASE002583,General enquiry — Case 2583,Escalated,Low,,ACC000083,CON002583
CASE002584,General enquiry — Case 2584,Closed,,,ACC000084,
CASE002585,General enquiry — Case 2585,New,Medium,,,CON002585
CASE002586,General enquiry — Case 2586,Working,Low,,ACC000086,CON002586
CASE002587,General enquiry — Case 2587,Escalated,,,ACC000087,
CASE002588,General enquiry — Case 2588,Closed,Medium,,ACC000088,CON002588
CASE002589,General enquiry — Case 2589,New,Low,,ACC000089,CON002589
CASE002590,General enquiry — Case 2590,Working,,,ACC000090,
CASE002591,General enquiry — Case 2591,Escalated,Medium,,ACC000091,CON002591
CASE002592,General enquiry — Case 2592,Closed,Low,,ACC000092,CON002592
CASE002593,General enquiry — Case 2593,New,,,,
CASE002594,General enquiry — Case 2594,Working,Medium,,ACC000094,CON002594
CASE002595,General enquiry — Case 2595,Escalated,Low,,ACC000095,CON002595
CASE002596,General enquiry — Case 2596,Closed,,,ACC000096,
CASE002597,General enquiry — Case 2597,New,Medium,,ACC000097,CON002597
CASE002598,General enquiry — Case 2598,Working,Low,,ACC000098,CON002598
CASE002599,General enquiry — Case 2599,Escalated,,,ACC000099,
CASE002600,General enquiry — Case 2600,Closed,Medium,,ACC000100,CON002600
CASE002601,General enquiry — Case 2601,New,Low,,,CON002601
CASE002602,General enquiry — Case 2602,Working,,,ACC000102,
CASE002603,General enquiry — Case 2603,Escalated,Medium,,ACC000103,CON002603
CASE002604,General enquiry — Case 2604,Closed,Low,,ACC000104,CON002604
CASE002605,General enquiry — Case 2605,New,,,ACC000105,
CASE002606,General enquiry — Case 2606,Working,Medium,,ACC000106,CON002606
CASE002607,General enquiry — Case 2607,Escalated,Low,,ACC000107,CON002607
CASE002608,General enquiry — Case 2608,Closed,,,ACC000108,
CASE002609,General enquiry — Case 2609,New,Medium,,,CON002609
CASE002610,General enquiry — Case 2610,Working,Low,,ACC000110,CON002610
CASE002611,General enquiry — Case 2611,Escalated,,,ACC000111,
CASE002612,General enquiry — Case 2612,Closed,Medium,,ACC000112,CON002612
CASE002613,General enquiry — Case 2613,New,Low,,ACC000113,CON002613
CASE002614,General enquiry — Case 2614,Working,,,ACC000114,
CASE002615,General enquiry — Case 2615,Escalated,Medium,,ACC000115,CON002615
CASE002616,General enquiry — Case 2616,Closed,Low,,ACC000116,CON002616
CASE002617,General enquiry — Case 2617,New,,,,
CASE002618,General enquiry — Case 2618,Working,Medium,,ACC000118,CON002618
CASE002619,General enquiry — Case 2619,Escalated,Low,,ACC000119,CON002619
CASE002620,General enquiry — Case 2620,Closed,,,ACC000120,
CASE002621,General enquiry — Case 2621,New,Medium,,ACC000121,CON002621
CASE002622,General enquiry — Case 2622,Working,Low,,ACC000122,CON002622
CASE002623,General enquiry — Case 2623,Escalated,,,ACC000123,
CASE002624,General enquiry — Case 2624,Closed,Medium,,ACC000124,CON002624
CASE002625,General enquiry — Case 2625,New,Low,,,CON002625
CASE002626,General enquiry — Case 2626,Working,,,ACC000126,
CASE002627,General enquiry — Case 2627,Escalated,Medium,,ACC000127,CON002627
CASE002628,General enquiry — Case 2628,Closed,Low,,ACC000128,CON002628
CASE002629,General enquiry — Case 2629,New,,,ACC000129,
CASE002630,General enquiry — Case 2630,Working,Medium,,ACC000130,CON002630
CASE002631,General enquiry — Case 2631,Escalated,Low,,ACC000131,CON002631
CASE002632,General enquiry — Case 2632,Closed,,,ACC000132,
CASE002633,General enquiry — Case 2633,New,Medium,,,CON002633
CASE002634,General enquiry — Case 2634,Working,Low,,ACC000134,CON002634
CASE002635,General enquiry — Case 2635,Escalated,,,ACC000135,
CASE002636,General enquiry — Case 2636,Closed,Medium,,ACC000136,CON002636
CASE002637,General enquiry — Case 2637,New,Low,,ACC000137,CON002637
CASE002638,General enquiry — Case 2638,Working,,,ACC000138,
CASE002639,General enquiry — Case 2639,Escalated,Medium,,ACC000139,CON002639
CASE002640,General enquiry — Case 2640,Closed,Low,,ACC000140,CON002640
CASE002641,General enquiry — Case 2641,New,,,,
CASE002642,General enquiry — Case 2642,Working,Medium,,ACC000142,CON002642
CASE002643,General enquiry — Case 2643,Escalated,Low,,ACC000143,CON002643
CASE002644,General enquiry — Case 2644,Closed,,,ACC000144,
CASE002645,General enquiry — Case 2645,New,Medium,,ACC000145,CON002645
CASE002646,General enquiry — Case 2646,Working,Low,,ACC000146,CON002646
CASE002647,General enquiry — Case 2647,Escalated,,,ACC000147,
CASE002648,General enquiry — Case 2648,Closed,Medium,,ACC000148,CON002648
CASE002649,General enquiry — Case 2649,New,Low,,,CON002649
CASE002650,General enquiry — Case 2650,Working,,,ACC000150,
CASE002651,General enquiry — Case 2651,Escalated,Medium,,ACC000151,CON002651
CASE002652,General enquiry — Case 2652,Closed,Low,,ACC000152,CON002652
CASE002653,General enquiry — Case 2653,New,,,ACC000153,
CASE002654,General enquiry — Case 2654,Working,Medium,,ACC000154,CON002654
CASE002655,General enquiry — Case 2655,Escalated,Low,,ACC000155,CON002655
CASE002656,General enquiry — Case 2656,Closed,,,ACC000156,
CASE002657,General enquiry — Case 2657,New,Medium,,,CON002657
CASE002658,General enquiry — Case 2658,Working,Low,,ACC000158,CON002658
CASE002659,General enquiry — Case 2659,Escalated,,,ACC000159,
CASE002660,General enquiry — Case 2660,Closed,Medium,,ACC000160,CON002660
CASE002661,General enquiry — Case 2661,New,Low,,ACC000161,CON002661
CASE002662,General enquiry — Case 2662,Working,,,ACC000162,
CASE002663,General enquiry — Case 2663,Escalated,Medium,,ACC000163,CON002663
CASE002664,General enquiry — Case 2664,Closed,Low,,ACC000164,CON002664
CASE002665,General enquiry — Case 2665,New,,,,
CASE002666,General enquiry — Case 2666,Working,Medium,,ACC000166,CON002666
CASE002667,General enquiry — Case 2667,Escalated,Low,,ACC000167,CON002667
CASE002668,General enquiry — Case 2668,Closed,,,ACC000168,
CASE002669,General enquiry — Case 2669,New,Medium,,ACC000169,CON002669
CASE002670,General enquiry — Case 2670,Working,Low,,ACC000170,CON002670
CASE002671,General enquiry — Case 2671,Escalated,,,ACC000171,
CASE002672,General enquiry — Case 2672,Closed,Medium,,ACC000172,CON002672
CASE002673,General enquiry — Case 2673,New,Low,,,CON002673
CASE002674,General enquiry — Case 2674,Working,,,ACC000174,
CASE002675,General enquiry — Case 2675,Escalated,Medium,,ACC000175,CON002675
CASE002676,General enquiry — Case 2676,Closed,Low,,ACC000176,CON002676
CASE002677,General enquiry — Case 2677,New,,,ACC000177,
CASE002678,General enquiry — Case 2678,Working,Medium,,ACC000178,CON002678
CASE002679,General enquiry — Case 2679,Escalated,Low,,ACC000179,CON002679
CASE002680,General enquiry — Case 2680,Closed,,,ACC000180,
CASE002681,General enquiry — Case 2681,New,Medium,,,CON002681
CASE002682,General enquiry — Case 2682,Working,Low,,ACC000182,CON002682
CASE002683,General enquiry — Case 2683,Escalated,,,ACC000183,
CASE002684,General enquiry — Case 2684,Closed,Medium,,ACC000184,CON002684
CASE002685,General enquiry — Case 2685,New,Low,,ACC000185,CON002685
CASE002686,General enquiry — Case 2686,Working,,,ACC000186,
CASE002687,General enquiry — Case 2687,Escalated,Medium,,ACC000187,CON002687
CASE002688,General enquiry — Case 2688,Closed,Low,,ACC000188,CON002688
CASE002689,General enquiry — Case 2689,New,,,,
CASE002690,General enquiry — Case 2690,Working,Medium,,ACC000190,CON002690
CASE002691,General enquiry — Case 2691,Escalated,Low,,ACC000191,CON002691
CASE002692,General enquiry — Case 2692,Closed,,,ACC000192,
CASE002693,General enquiry — Case 2693,New,Medium,,ACC000193,CON002693
CASE002694,General enquiry — Case 2694,Working,Low,,ACC000194,CON002694
CASE002695,General enquiry — Case 2695,Escalated,,,ACC000195,
CASE002696,General enquiry — Case 2696,Closed,Medium,,ACC000196,CON002696
CASE002697,General enquiry — Case 2697,New,Low,,,CON002697
CASE002698,General enquiry — Case 2698,Working,,,ACC000198,
CASE002699,General enquiry — Case 2699,Escalated,Medium,,ACC000199,CON002699
CASE002700,General enquiry — Case 2700,Closed,Low,,ACC000200,CON002700
CASE002701,General enquiry — Case 2701,New,,,ACC000201,
CASE002702,General enquiry — Case 2702,Working,Medium,,ACC000202,CON002702
CASE002703,General enquiry — Case 2703,Escalated,Low,,ACC000203,CON002703
CASE002704,General enquiry — Case 2704,Closed,,,ACC000204,
CASE002705,General enquiry — Case 2705,New,Medium,,,CON002705
CASE002706,General enquiry — Case 2706,Working,Low,,ACC000206,CON002706
CASE002707,General enquiry — Case 2707,Escalated,,,ACC000207,
CASE002708,General enquiry — Case 2708,Closed,Medium,,ACC000208,CON002708
CASE002709,General enquiry — Case 2709,New,Low,,ACC000209,CON002709
CASE002710,General enquiry — Case 2710,Working,,,ACC000210,
CASE002711,General enquiry — Case 2711,Escalated,Medium,,ACC000211,CON002711
CASE002712,General enquiry — Case 2712,Closed,Low,,ACC000212,CON002712
CASE002713,General enquiry — Case 2713,New,,,,
CASE002714,General enquiry — Case 2714,Working,Medium,,ACC000214,CON002714
CASE002715,General enquiry — Case 2715,Escalated,Low,,ACC000215,CON002715
CASE002716,General enquiry — Case 2716,Closed,,,ACC000216,
CASE002717,General enquiry — Case 2717,New,Medium,,ACC000217,CON002717
CASE002718,General enquiry — Case 2718,Working,Low,,ACC000218,CON002718
CASE002719,General enquiry — Case 2719,Escalated,,,ACC000219,
CASE002720,General enquiry — Case 2720,Closed,Medium,,ACC000220,CON002720
CASE002721,General enquiry — Case 2721,New,Low,,,CON002721
CASE002722,General enquiry — Case 2722,Working,,,ACC000222,
CASE002723,General enquiry — Case 2723,Escalated,Medium,,ACC000223,CON002723
CASE002724,General enquiry — Case 2724,Closed,Low,,ACC000224,CON002724
CASE002725,General enquiry — Case 2725,New,,,ACC000225,
CASE002726,General enquiry — Case 2726,Working,Medium,,ACC000226,CON002726
CASE002727,General enquiry — Case 2727,Escalated,Low,,ACC000227,CON002727
CASE002728,General enquiry — Case 2728,Closed,,,ACC000228,
CASE002729,General enquiry — Case 2729,New,Medium,,,CON002729
CASE002730,General enquiry — Case 2730,Working,Low,,ACC000230,CON002730
CASE002731,General enquiry — Case 2731,Escalated,,,ACC000231,
CASE002732,General enquiry — Case 2732,Closed,Medium,,ACC000232,CON002732
CASE002733,General enquiry — Case 2733,New,Low,,ACC000233,CON002733
CASE002734,General enquiry — Case 2734,Working,,,ACC000234,
CASE002735,General enquiry — Case 2735,Escalated,Medium,,ACC000235,CON002735
CASE002736,General enquiry — Case 2736,Closed,Low,,ACC000236,CON002736
CASE002737,General enquiry — Case 2737,New,,,,
CASE002738,General enquiry — Case 2738,Working,Medium,,ACC000238,CON002738
CASE002739,General enquiry — Case 2739,Escalated,Low,,ACC000239,CON002739
