ExternalId,Name,Account_ExternalId__c,StageName,CloseDate,Amount
OPP000861,Lighthouse Insurance Services — Renewal 2026,ACC000361,Prospecting,2027-06-06,122820
OPP000862,Cascade Financial Security — Expansion 2026,ACC000362,Qualification,2027-06-07,122957
OPP000863,Premier Risk Solutions — New Business 2026,ACC000363,Needs Analysis,2027-06-08,123094
OPP000864,Horizon Assurance Group — Upgrade 2026,ACC000364,Value Proposition,2027-06-09,123231
OPP000865,Keystone Benefits Co. — Upsell 2026,ACC000365,Id. Decision Makers,2027-06-10,
OPP000866,Streamline Coverage Partners — Renewal 2026,ACC000366,Perception Analysis,2027-06-11,123505
OPP000867,Apex Insurance Holdings — Expansion 2026,ACC000367,Proposal/Price Quote,2027-06-12,123642
OPP000868,Valley Risk Management — New Business 2026,ACC000368,Negotiation/Review,2027-06-13,123779
OPP000869,Crestview Financial Services — Upgrade 2026,ACC000369,Closed Won,2027-06-14,123916
OPP000870,Lakeside Protection Group — Upsell 2026,ACC000370,Closed Lost,2027-06-15,124053
OPP000871,Sterling Risk Partners — Renewal 2026,ACC000371,Prospecting,2027-06-16,
OPP000872,Westpoint Insurance Alliance — Expansion 2026,,Qualification,2027-06-17,124327
OPP000873,Clearwater Benefits Group — New Business 2026,ACC000373,Needs Analysis,2027-06-18,124464
OPP000874,Redwood Assurance Co. — Upgrade 2026,ACC000374,Value Proposition,2027-06-19,124601
OPP000875,Oakridge Financial Partners — Upsell 2026,ACC000375,Id. Decision Makers,2027-06-20,124738
OPP000876,Sunrise Financial Group — Renewal 2026,ACC000376,Perception Analysis,2027-06-21,124875
OPP000877,Meridian Life Partners — Expansion 2026,ACC000377,Proposal/Price Quote,2027-06-22,
OPP000878,Pacific Coast Assurance — New Business 2026,ACC000378,Negotiation/Review,2027-06-23,125149
OPP000879,BlueSky Protection Services — Upgrade 2026,ACC000379,Closed Won,2027-06-24,125286
OPP000880,Cornerstone Risk Management — Upsell 2026,ACC000380,Closed Lost,2027-06-25,125423
OPP000881,Evergreen Coverage Co. — Renewal 2026,ACC000381,Prospecting,2027-06-26,125560
OPP000882,Pinnacle Insurance Brokers — Expansion 2026,ACC000382,Qualification,2027-06-27,125697
OPP000883,Heritage Mutual Group — New Business 2026,ACC000383,Needs Analysis,2027-06-28,
OPP000884,Coastal Risk Advisors — Upgrade 2026,ACC000384,Value Proposition,2027-06-29,125971
OPP000885,Summit Protection Alliance — Upsell 2026,,Id. Decision Makers,2027-06-30,126108
OPP000886,Lighthouse Insurance Services — Renewal 2026,ACC000386,Perception Analysis,2027-07-01,126245
OPP000887,Cascade Financial Security — Expansion 2026,ACC000387,Proposal/Price Quote,2027-07-02,126382
OPP000888,Premier Risk Solutions — New Business 2026,ACC000388,Negotiation/Review,2027-07-03,126519
OPP000889,Horizon Assurance Group — Upgrade 2026,ACC000389,Closed Won,2027-07-04,
OPP000890,Keystone Benefits Co. — Upsell 2026,ACC000390,Closed Lost,2027-07-05,126793
OPP000891,Streamline Coverage Partners — Renewal 2026,ACC000391,Prospecting,2027-07-06,126930
OPP000892,Apex Insurance Holdings — Expansion 2026,ACC000392,Qualification,2027-07-07,127067
OPP000893,Valley Risk Management — New Business 2026,ACC000393,Needs Analysis,2027-07-08,127204
OPP000894,Crestview Financial Services — Upgrade 2026,ACC000394,Value Proposition,2027-07-09,127341
OPP000895,Lakeside Protection Group — Upsell 2026,ACC000395,Id. Decision Makers,2027-07-10,
OPP000896,Sterling Risk Partners — Renewal 2026,ACC000396,Perception Analysis,2027-07-11,127615
OPP000897,Westpoint Insurance Alliance — Expansion 2026,ACC000397,Proposal/Price Quote,2027-07-12,127752
OPP000898,Clearwater Benefits Group — New Business 2026,,Negotiation/Review,2027-07-13,127889
OPP000899,Redwood Assurance Co. — Upgrade 2026,ACC000399,Closed Won,2027-07-14,128026
OPP000900,Oakridge Financial Partners — Upsell 2026,ACC000400,Closed Lost,2027-07-15,128163
OPP000901,Sunrise Financial Group — Renewal 2026,ACC000401,Prospecting,2027-07-16,
OPP000902,Meridian Life Partners — Expansion 2026,ACC000402,Qualification,2027-07-17,128437
OPP000903,Pacific Coast Assurance — New Business 2026,ACC000403,Needs Analysis,2027-07-18,128574
OPP000904,BlueSky Protection Services — Upgrade 2026,ACC000404,Value Proposition,2027-07-19,128711
OPP000905,Cornerstone Risk Management — Upsell 2026,ACC000405,Id. Decision Makers,2027-07-20,128848
OPP000906,Evergreen Coverage Co. — Renewal 2026,ACC000406,Perception Analysis,2027-07-21,128985
OPP000907,Pinnacle Insurance Brokers — Expansion 2026,ACC000407,Proposal/Price Quote,2027-07-22,
OPP000908,Heritage Mutual Group — New Business 2026,ACC000408,Negotiation/Review,2027-07-23,129259
OPP000909,Coastal Risk Advisors — Upgrade 2026,ACC000409,Closed Won,2027-07-24,129396
OPP000910,Summit Protection Alliance — Upsell 2026,ACC000410,Closed Lost,2027-07-25,129533
OPP000911,Lighthouse Insurance Services — Renewal 2026,,Prospecting,2027-07-26,129670
OPP000912,Cascade Financial Security — Expansion 2026,ACC000412,Qualification,2027-07-27,129807
OPP000913,Premier Risk Solutions — New Business 2026,ACC000413,Needs Analysis,2027-07-28,
OPP000914,Horizon Assurance Group — Upgrade 2026,ACC000414,Value Proposition,2027-07-29,130081
OPP000915,Keystone Benefits Co. — Upsell 2026,ACC000415,Id. Decision Makers,2027-07-30,130218
OPP000916,Streamline Coverage Partners — Renewal 2026,ACC000416,Perception Analysis,2027-07-31,130355
OPP000917,Apex Insurance Holdings — Expansion 2026,ACC000417,Proposal/Price Quote,2027-08-01,130492
OPP000918,Valley Risk Management — New Business 2026,ACC000418,Negotiation/Review,2027-08-02,130629
OPP000919,Crestview Financial Services — Upgrade 2026,ACC000419,Closed Won,2027-08-03,
OPP000920,Lakeside Protection Group — Upsell 2026,ACC000420,Closed Lost,2027-08-04,130903
OPP000921,Sterling Risk Partners — Renewal 2026,ACC000421,Prospecting,2027-08-05,131040
OPP000922,Westpoint Insurance Alliance — Expansion 2026,ACC000422,Qualification,2027-08-06,131177
OPP000923,Clearwater Benefits Group — New Business 2026,ACC000423,Needs Analysis,2027-08-07,131314
OPP000924,Redwood Assurance Co. — Upgrade 2026,,Value Proposition,2027-08-08,131451
OPP000925,Oakridge Financial Partners — Upsell 2026,ACC000425,Id. Decision Makers,2027-08-09,
OPP000926,Sunrise Financial Group — Renewal 2026,ACC000426,Perception Analysis,2027-08-10,131725
OPP000927,Meridian Life Partners — Expansion 2026,ACC000427,Proposal/Price Quote,2027-08-11,131862
OPP000928,Pacific Coast Assurance — New Business 2026,ACC000428,Negotiation/Review,2027-08-12,131999
OPP000929,BlueSky Protection Services — Upgrade 2026,ACC000429,Closed Won,2027-08-13,132136
OPP000930,Cornerstone Risk Management — Upsell 2026,ACC000430,Closed Lost,2027-08-14,132273
OPP000931,Evergreen Coverage Co. — Renewal 2026,ACC000431,Prospecting,2027-08-15,
OPP000932,Pinnacle Insurance Brokers — Expansion 2026,ACC000432,Qualification,2027-08-16,132547
OPP000933,Heritage Mutual Group — New Business 2026,ACC000433,Needs Analysis,2027-08-17,132684
OPP000934,Coastal Risk Advisors — Upgrade 2026,ACC000434,Value Proposition,2027-08-18,132821
OPP000935,Summit Protection Alliance — Upsell 2026,ACC000435,Id. Decision Makers,2027-08-19,132958
OPP000936,Lighthouse Insurance Services — Renewal 2026,ACC000436,Perception Analysis,2027-08-20,133095
OPP000937,Cascade Financial Security — Expansion 2026,,Proposal/Price Quote,2027-08-21,
OPP000938,Premier Risk Solutions — New Business 2026,ACC000438,Negotiation/Review,2027-08-22,133369
OPP000939,Horizon Assurance Group — Upgrade 2026,ACC000439,Closed Won,2027-08-23,133506
OPP000940,Keystone Benefits Co. — Upsell 2026,ACC000440,Closed Lost,2027-08-24,133643
OPP000941,Streamline Coverage Partners — Renewal 2026,ACC000441,Prospecting,2027-08-25,133780
OPP000942,Apex Insurance Holdings — Expansion 2026,ACC000442,Qualification,2027-08-26,133917
OPP000943,Valley Risk Management — New Business 2026,ACC000443,Needs Analysis,2027-08-27,
OPP000944,Crestview Financial Services — Upgrade 2026,ACC000444,Value Proposition,2027-08-28,134191
OPP000945,Lakeside Protection Group — Upsell 2026,ACC000445,Id. Decision Makers,2027-08-29,134328
OPP000946,Sterling Risk Partners — Renewal 2026,ACC000446,Perception Analysis,2027-08-30,134465
OPP000947,Westpoint Insurance Alliance — Expansion 2026,ACC000447,Proposal/Price Quote,2027-08-31,134602
OPP000948,Clearwater Benefits Group — New Business 2026,ACC000448,Negotiation/Review,2027-09-01,134739
OPP000949,Redwood Assurance Co. — Upgrade 2026,ACC000449,Closed Won,2027-09-02,
OPP000950,Oakridge Financial Partners — Upsell 2026,,Closed Lost,2027-09-03,135013
OPP000951,Sunrise Financial Group — Renewal 2026,ACC000451,Prospecting,2027-09-04,135150
OPP000952,Meridian Life Partners — Expansion 2026,ACC000452,Qualification,2027-09-05,135287
OPP000953,Pacific Coast Assurance — New Business 2026,ACC000453,Needs Analysis,2027-09-06,135424
OPP000954,BlueSky Protection Services — Upgrade 2026,ACC000454,Value Proposition,2027-09-07,135561
OPP000955,Cornerstone Risk Management — Upsell 2026,ACC000455,Id. Decision Makers,2027-09-08,
OPP000956,Evergreen Coverage Co. — Renewal 2026,ACC000456,Perception Analysis,2027-09-09,135835
OPP000957,Pinnacle Insurance Brokers — Expansion 2026,ACC000457,Proposal/Price Quote,2027-09-10,135972
OPP000958,Heritage Mutual Group — New Business 2026,ACC000458,Negotiation/Review,2027-09-11,136109
OPP000959,Coastal Risk Advisors — Upgrade 2026,ACC000459,Closed Won,2027-09-12,136246
OPP000960,Summit Protection Alliance — Upsell 2026,ACC000460,Closed Lost,2027-09-13,136383
OPP000961,Lighthouse Insurance Services — Renewal 2026,ACC000461,Prospecting,2027-09-14,
OPP000962,Cascade Financial Security — Expansion 2026,ACC000462,Qualification,2027-09-15,136657
OPP000963,Premier Risk Solutions — New Business 2026,,Needs Analysis,2027-09-16,136794
OPP000964,Horizon Assurance Group — Upgrade 2026,ACC000464,Value Proposition,2027-09-17,136931
OPP000965,Keystone Benefits Co. — Upsell 2026,ACC000465,Id. Decision Makers,2027-09-18,137068
OPP000966,Streamline Coverage Partners — Renewal 2026,ACC000466,Perception Analysis,2027-09-19,137205
OPP000967,Apex Insurance Holdings — Expansion 2026,ACC000467,Proposal/Price Quote,2027-09-20,
OPP000968,Valley Risk Management — New Business 2026,ACC000468,Negotiation/Review,2027-09-21,137479
OPP000969,Crestview Financial Services — Upgrade 2026,ACC000469,Closed Won,2027-09-22,137616
OPP000970,Lakeside Protection Group — Upsell 2026,ACC000470,Closed Lost,2027-09-23,137753
OPP000971,Sterling Risk Partners — Renewal 2026,ACC000471,Prospecting,2027-09-24,137890
OPP000972,Westpoint Insurance Alliance — Expansion 2026,ACC000472,Qualification,2027-09-25,138027
OPP000973,Clearwater Benefits Group — New Business 2026,ACC000473,Needs Analysis,2027-09-26,
OPP000974,Redwood Assurance Co. — Upgrade 2026,ACC000474,Value Proposition,2027-09-27,138301
OPP000975,Oakridge Financial Partners — Upsell 2026,ACC000475,Id. Decision Makers,2027-09-28,138438
OPP000976,Sunrise Financial Group — Renewal 2026,,Perception Analysis,2027-09-29,138575
OPP000977,Meridian Life Partners — Expansion 2026,ACC000477,Proposal/Price Quote,2027-09-30,138712
OPP000978,Pacific Coast Assurance — New Business 2026,ACC000478,Negotiation/Review,2027-10-01,138849
OPP000979,BlueSky Protection Services — Upgrade 2026,ACC000479,Closed Won,2027-10-02,
OPP000980,Cornerstone Risk Management — Upsell 2026,ACC000480,Closed Lost,2027-10-03,139123
OPP000981,Evergreen Coverage Co. — Renewal 2026,ACC000481,Prospecting,2027-10-04,139260
OPP000982,Pinnacle Insurance Brokers — Expansion 2026,ACC000482,Qualification,2027-10-05,139397
OPP000983,Heritage Mutual Group — New Business 2026,ACC000483,Needs Analysis,2027-10-06,139534
OPP000984,Coastal Risk Advisors — Upgrade 2026,ACC000484,Value Proposition,2027-10-07,139671
OPP000985,Summit Protection Alliance — Upsell 2026,ACC000485,Id. Decision Makers,2027-10-08,
OPP000986,Lighthouse Insurance Services — Renewal 2026,ACC000486,Perception Analysis,2027-10-09,139945
OPP000987,Cascade Financial Security — Expansion 2026,ACC000487,Proposal/Price Quote,2027-10-10,140082
OPP000988,Premier Risk Solutions — New Business 2026,ACC000488,Negotiation/Review,2027-10-11,140219
OPP000989,Horizon Assurance Group — Upgrade 2026,,Closed Won,2027-10-12,140356
OPP000990,Keystone Benefits Co. — Upsell 2026,ACC000490,Closed Lost,2027-10-13,140493
OPP000991,Streamline Coverage Partners — Renewal 2026,ACC000491,Prospecting,2027-10-14,
OPP000992,Apex Insurance Holdings — Expansion 2026,ACC000492,Qualification,2027-10-15,140767
OPP000993,Valley Risk Management — New Business 2026,ACC000493,Needs Analysis,2027-10-16,140904
OPP000994,Crestview Financial Services — Upgrade 2026,ACC000494,Value Proposition,2027-10-17,141041
OPP000995,Lakeside Protection Group — Upsell 2026,ACC000495,Id. Decision Makers,2027-10-18,141178
OPP000996,Sterling Risk Partners — Renewal 2026,ACC000496,Perception Analysis,2027-10-19,141315
OPP000997,Westpoint Insurance Alliance — Expansion 2026,ACC000497,Proposal/Price Quote,2027-10-20,
OPP000998,Clearwater Benefits Group — New Business 2026,ACC000498,Negotiation/Review,2027-10-21,141589
OPP000999,Redwood Assurance Co. — Upgrade 2026,ACC000499,Closed Won,2027-10-22,141726
OPP001000,Oakridge Financial Partners — Upsell 2026,ACC000500,Closed Lost,2027-10-23,141863
OPP001001,Sunrise Financial Group — Renewal 2026,ACC000001,Prospecting,2027-10-24,142000
OPP001002,Meridian Life Partners — Expansion 2026,,Qualification,2027-10-25,142137
OPP001003,Pacific Coast Assurance — New Business 2026,ACC000003,Needs Analysis,2027-10-26,
OPP001004,BlueSky Protection Services — Upgrade 2026,ACC000004,Value Proposition,2027-10-27,142411
OPP001005,Cornerstone Risk Management — Upsell 2026,ACC000005,Id. Decision Makers,2027-10-28,142548
OPP001006,Evergreen Coverage Co. — Renewal 2026,ACC000006,Perception Analysis,2027-10-29,142685
OPP001007,Pinnacle Insurance Brokers — Expansion 2026,ACC000007,Proposal/Price Quote,2027-10-30,142822
OPP001008,Heritage Mutual Group — New Business 2026,ACC000008,Negotiation/Review,2027-10-31,142959
OPP001009,Coastal Risk Advisors — Upgrade 2026,ACC000009,Closed Won,2027-11-01,
OPP001010,Summit Protection Alliance — Upsell 2026,ACC000010,Closed Lost,2027-11-02,143233
OPP001011,Lighthouse Insurance Services — Renewal 2026,ACC000011,Prospecting,2027-11-03,143370
OPP001012,Cascade Financial Security — Expansion 2026,ACC000012,Qualification,2027-11-04,143507
OPP001013,Premier Risk Solutions — New Business 2026,ACC000013,Needs Analysis,2027-11-05,143644
OPP001014,Horizon Assurance Group — Upgrade 2026,ACC000014,Value Proposition,2027-11-06,143781
OPP001015,Keystone Benefits Co. — Upsell 2026,,Id. Decision Makers,2027-11-07,
OPP001016,Streamline Coverage Partners — Renewal 2026,ACC000016,Perception Analysis,2027-11-08,144055
OPP001017,Apex Insurance Holdings — Expansion 2026,ACC000017,Proposal/Price Quote,2027-11-09,144192
OPP001018,Valley Risk Management — New Business 2026,ACC000018,Negotiation/Review,2027-11-10,144329
OPP001019,Crestview Financial Services — Upgrade 2026,ACC000019,Closed Won,2027-11-11,144466
OPP001020,Lakeside Protection Group — Upsell 2026,ACC000020,Closed Lost,2027-11-12,144603
OPP001021,Sterling Risk Partners — Renewal 2026,ACC000021,Prospecting,2027-11-13,
OPP001022,Westpoint Insurance Alliance — Expansion 2026,ACC000022,Qualification,2027-11-14,144877
OPP001023,Clearwater Benefits Group — New Business 2026,ACC000023,Needs Analysis,2027-11-15,145014
OPP001024,Redwood Assurance Co. — Upgrade 2026,ACC000024,Value Proposition,2027-11-16,145151
OPP001025,Oakridge Financial Partners — Upsell 2026,ACC000025,Id. Decision Makers,2027-11-17,145288
OPP001026,Sunrise Financial Group — Renewal 2026,ACC000026,Perception Analysis,2027-11-18,145425
OPP001027,Meridian Life Partners — Expansion 2026,ACC000027,Proposal/Price Quote,2027-11-19,
OPP001028,Pacific Coast Assurance — New Business 2026,,Negotiation/Review,2027-11-20,145699
OPP001029,BlueSky Protection Services — Upgrade 2026,ACC000029,Closed Won,2027-11-21,145836
OPP001030,Cornerstone Risk Management — Upsell 2026,ACC000030,Closed Lost,2027-11-22,145973
OPP001031,Evergreen Coverage Co. — Renewal 2026,ACC000031,Prospecting,2027-11-23,146110
OPP001032,Pinnacle Insurance Brokers — Expansion 2026,ACC000032,Qualification,2027-11-24,146247
OPP001033,Heritage Mutual Group — New Business 2026,ACC000033,Needs Analysis,2027-11-25,
OPP001034,Coastal Risk Advisors — Upgrade 2026,ACC000034,Value Proposition,2027-11-26,146521
OPP001035,Summit Protection Alliance — Upsell 2026,ACC000035,Id. Decision Makers,2027-11-27,146658
OPP001036,Lighthouse Insurance Services — Renewal 2026,ACC000036,Perception Analysis,2027-11-28,146795
OPP001037,Cascade Financial Security — Expansion 2026,ACC000037,Proposal/Price Quote,2027-11-29,146932
OPP001038,Premier Risk Solutions — New Business 2026,ACC000038,Negotiation/Review,2027-11-30,147069
OPP001039,Horizon Assurance Group — Upgrade 2026,ACC000039,Closed Won,2027-12-01,
OPP001040,Keystone Benefits Co. — Upsell 2026,ACC000040,Closed Lost,2027-12-02,147343
OPP001041,Streamline Coverage Partners — Renewal 2026,,Prospecting,2027-12-03,147480
OPP001042,Apex Insurance Holdings — Expansion 2026,ACC000042,Qualification,2027-12-04,147617
OPP001043,Valley Risk Management — New Business 2026,ACC000043,Needs Analysis,2027-12-05,147754
OPP001044,Crestview Financial Services — Upgrade 2026,ACC000044,Value Proposition,2027-12-06,147891
OPP001045,Lakeside Protection Group — Upsell 2026,ACC000045,Id. Decision Makers,2027-12-07,
OPP001046,Sterling Risk Partners — Renewal 2026,ACC000046,Perception Analysis,2027-12-08,148165
OPP001047,Westpoint Insurance Alliance — Expansion 2026,ACC000047,Proposal/Price Quote,2027-12-09,148302
OPP001048,Clearwater Benefits Group — New Business 2026,ACC000048,Negotiation/Review,2027-12-10,148439
OPP001049,Redwood Assurance Co. — Upgrade 2026,ACC000049,Closed Won,2027-12-11,148576
OPP001050,Oakridge Financial Partners — Upsell 2026,ACC000050,Closed Lost,2027-12-12,148713
OPP001051,Sunrise Financial Group — Renewal 2026,ACC000051,Prospecting,2027-12-13,
OPP001052,Meridian Life Partners — Expansion 2026,ACC000052,Qualification,2027-12-14,148987
OPP001053,Pacific Coast Assurance — New Business 2026,ACC000053,Needs Analysis,2027-12-15,149124
OPP001054,BlueSky Protection Services — Upgrade 2026,,Value Proposition,2027-12-16,149261
OPP001055,Cornerstone Risk Management — Upsell 2026,ACC000055,Id. Decision Makers,2027-12-17,149398
OPP001056,Evergreen Coverage Co. — Renewal 2026,ACC000056,Perception Analysis,2027-12-18,149535
OPP001057,Pinnacle Insurance Brokers — Expansion 2026,ACC000057,Proposal/Price Quote,2027-12-19,
OPP001058,Heritage Mutual Group — New Business 2026,ACC000058,Negotiation/Review,2027-12-20,149809
OPP001059,Coastal Risk Advisors — Upgrade 2026,ACC000059,Closed Won,2027-12-21,149946
OPP001060,Summit Protection Alliance — Upsell 2026,ACC000060,Closed Lost,2027-12-22,150083
OPP001061,Lighthouse Insurance Services — Renewal 2026,ACC000061,Prospecting,2027-12-23,150220
OPP001062,Cascade Financial Security — Expansion 2026,ACC000062,Qualification,2027-12-24,150357
OPP001063,Premier Risk Solutions — New Business 2026,ACC000063,Needs Analysis,2027-12-25,
OPP001064,Horizon Assurance Group — Upgrade 2026,ACC000064,Value Proposition,2027-12-26,150631
OPP001065,Keystone Benefits Co. — Upsell 2026,ACC000065,Id. Decision Makers,2027-12-27,150768
OPP001066,Streamline Coverage Partners — Renewal 2026,ACC000066,Perception Analysis,2027-12-28,150905
OPP001067,Apex Insurance Holdings — Expansion 2026,,Proposal/Price Quote,2027-12-29,151042
OPP001068,Valley Risk Management — New Business 2026,ACC000068,Negotiation/Review,2027-12-30,151179
OPP001069,Crestview Financial Services — Upgrade 2026,ACC000069,Closed Won,2027-12-31,
OPP001070,Lakeside Protection Group — Upsell 2026,ACC000070,Closed Lost,2028-01-01,151453
OPP001071,Sterling Risk Partners — Renewal 2026,ACC000071,Prospecting,2028-01-02,151590
OPP001072,Westpoint Insurance Alliance — Expansion 2026,ACC000072,Qualification,2028-01-03,151727
OPP001073,Clearwater Benefits Group — New Business 2026,ACC000073,Needs Analysis,2028-01-04,151864
OPP001074,Redwood Assurance Co. — Upgrade 2026,ACC000074,Value Proposition,2028-01-05,152001
OPP001075,Oakridge Financial Partners — Upsell 2026,ACC000075,Id. Decision Makers,2028-01-06,
OPP001076,Sunrise Financial Group — Renewal 2026,ACC000076,Perception Analysis,2028-01-07,152275
OPP001077,Meridian Life Partners — Expansion 2026,ACC000077,Proposal/Price Quote,2028-01-08,152412
OPP001078,Pacific Coast Assurance — New Business 2026,ACC000078,Negotiation/Review,2028-01-09,152549
OPP001079,BlueSky Protection Services — Upgrade 2026,ACC000079,Closed Won,2028-01-10,152686
OPP001080,Cornerstone Risk Management — Upsell 2026,,Closed Lost,2028-01-11,152823
OPP001081,Evergreen Coverage Co. — Renewal 2026,ACC000081,Prospecting,2026-07-21,
OPP001082,Pinnacle Insurance Brokers — Expansion 2026,ACC000082,Qualification,2026-07-22,153097
OPP001083,Heritage Mutual Group — New Business 2026,ACC000083,Needs Analysis,2026-07-23,153234
OPP001084,Coastal Risk Advisors — Upgrade 2026,ACC000084,Value Proposition,2026-07-24,153371
OPP001085,Summit Protection Alliance — Upsell 2026,ACC000085,Id. Decision Makers,2026-07-25,153508
OPP001086,Lighthouse Insurance Services — Renewal 2026,ACC000086,Perception Analysis,2026-07-26,153645
OPP001087,Cascade Financial Security — Expansion 2026,ACC000087,Proposal/Price Quote,2026-07-27,
OPP001088,Premier Risk Solutions — New Business 2026,ACC000088,Negotiation/Review,2026-07-28,153919
OPP001089,Horizon Assurance Group — Upgrade 2026,ACC000089,Closed Won,2026-07-29,154056
OPP001090,Keystone Benefits Co. — Upsell 2026,ACC000090,Closed Lost,2026-07-30,154193
OPP001091,Streamline Coverage Partners — Renewal 2026,ACC000091,Prospecting,2026-07-31,154330
OPP001092,Apex Insurance Holdings — Expansion 2026,ACC000092,Qualification,2026-08-01,154467
OPP001093,Valley Risk Management — New Business 2026,,Needs Analysis,2026-08-02,
OPP001094,Crestview Financial Services — Upgrade 2026,ACC000094,Value Proposition,2026-08-03,154741
OPP001095,Lakeside Protection Group — Upsell 2026,ACC000095,Id. Decision Makers,2026-08-04,154878
OPP001096,Sterling Risk Partners — Renewal 2026,ACC000096,Perception Analysis,2026-08-05,155015
OPP001097,Westpoint Insurance Alliance — Expansion 2026,ACC000097,Proposal/Price Quote,2026-08-06,155152
OPP001098,Clearwater Benefits Group — New Business 2026,ACC000098,Negotiation/Review,2026-08-07,155289
OPP001099,Redwood Assurance Co. — Upgrade 2026,ACC000099,Closed Won,2026-08-08,
OPP001100,Oakridge Financial Partners — Upsell 2026,ACC000100,Closed Lost,2026-08-09,155563
OPP001101,Sunrise Financial Group — Renewal 2026,ACC000101,Prospecting,2026-08-10,155700
OPP001102,Meridian Life Partners — Expansion 2026,ACC000102,Qualification,2026-08-11,155837
OPP001103,Pacific Coast Assurance — New Business 2026,ACC000103,Needs Analysis,2026-08-12,155974
OPP001104,BlueSky Protection Services — Upgrade 2026,ACC000104,Value Proposition,2026-08-13,156111
OPP001105,Cornerstone Risk Management — Upsell 2026,ACC000105,Id. Decision Makers,2026-08-14,
OPP001106,Evergreen Coverage Co. — Renewal 2026,,Perception Analysis,2026-08-15,156385
OPP001107,Pinnacle Insurance Brokers — Expansion 2026,ACC000107,Proposal/Price Quote,2026-08-16,156522
OPP001108,Heritage Mutual Group — New Business 2026,ACC000108,Negotiation/Review,2026-08-17,156659
OPP001109,Coastal Risk Advisors — Upgrade 2026,ACC000109,Closed Won,2026-08-18,156796
OPP001110,Summit Protection Alliance — Upsell 2026,ACC000110,Closed Lost,2026-08-19,156933
OPP001111,Lighthouse Insurance Services — Renewal 2026,ACC000111,Prospecting,2026-08-20,
OPP001112,Cascade Financial Security — Expansion 2026,ACC000112,Qualification,2026-08-21,157207
OPP001113,Premier Risk Solutions — New Business 2026,ACC000113,Needs Analysis,2026-08-22,157344
OPP001114,Horizon Assurance Group — Upgrade 2026,ACC000114,Value Proposition,2026-08-23,157481
OPP001115,Keystone Benefits Co. — Upsell 2026,ACC000115,Id. Decision Makers,2026-08-24,157618
OPP001116,Streamline Coverage Partners — Renewal 2026,ACC000116,Perception Analysis,2026-08-25,157755
OPP001117,Apex Insurance Holdings — Expansion 2026,ACC000117,Proposal/Price Quote,2026-08-26,
OPP001118,Valley Risk Management — New Business 2026,ACC000118,Negotiation/Review,2026-08-27,158029
OPP001119,Crestview Financial Services — Upgrade 2026,,Closed Won,2026-08-28,158166
OPP001120,Lakeside Protection Group — Upsell 2026,ACC000120,Closed Lost,2026-08-29,158303
OPP001121,Sterling Risk Partners — Renewal 2026,ACC000121,Prospecting,2026-08-30,158440
OPP001122,Westpoint Insurance Alliance — Expansion 2026,ACC000122,Qualification,2026-08-31,158577
OPP001123,Clearwater Benefits Group — New Business 2026,ACC000123,Needs Analysis,2026-09-01,
OPP001124,Redwood Assurance Co. — Upgrade 2026,ACC000124,Value Proposition,2026-09-02,158851
OPP001125,Oakridge Financial Partners — Upsell 2026,ACC000125,Id. Decision Makers,2026-09-03,158988
OPP001126,Sunrise Financial Group — Renewal 2026,ACC000126,Perception Analysis,2026-09-04,159125
OPP001127,Meridian Life Partners — Expansion 2026,ACC000127,Proposal/Price Quote,2026-09-05,159262
OPP001128,Pacific Coast Assurance — New Business 2026,ACC000128,Negotiation/Review,2026-09-06,159399
OPP001129,BlueSky Protection Services — Upgrade 2026,ACC000129,Closed Won,2026-09-07,
OPP001130,Cornerstone Risk Management — Upsell 2026,ACC000130,Closed Lost,2026-09-08,159673
OPP001131,Evergreen Coverage Co. — Renewal 2026,ACC000131,Prospecting,2026-09-09,159810
OPP001132,Pinnacle Insurance Brokers — Expansion 2026,,Qualification,2026-09-10,159947
OPP001133,Heritage Mutual Group — New Business 2026,ACC000133,Needs Analysis,2026-09-11,160084
OPP001134,Coastal Risk Advisors — Upgrade 2026,ACC000134,Value Proposition,2026-09-12,160221
OPP001135,Summit Protection Alliance — Upsell 2026,ACC000135,Id. Decision Makers,2026-09-13,
OPP001136,Lighthouse Insurance Services — Renewal 2026,ACC000136,Perception Analysis,2026-09-14,160495
OPP001137,Cascade Financial Security — Expansion 2026,ACC000137,Proposal/Price Quote,2026-09-15,160632
OPP001138,Premier Risk Solutions — New Business 2026,ACC000138,Negotiation/Review,2026-09-16,160769
OPP001139,Horizon Assurance Group — Upgrade 2026,ACC000139,Closed Won,2026-09-17,160906
OPP001140,Keystone Benefits Co. — Upsell 2026,ACC000140,Closed Lost,2026-09-18,161043
OPP001141,Streamline Coverage Partners — Renewal 2026,ACC000141,Prospecting,2026-09-19,
OPP001142,Apex Insurance Holdings — Expansion 2026,ACC000142,Qualification,2026-09-20,161317
OPP001143,Valley Risk Management — New Business 2026,ACC000143,Needs Analysis,2026-09-21,161454
OPP001144,Crestview Financial Services — Upgrade 2026,ACC000144,Value Proposition,2026-09-22,161591
OPP001145,Lakeside Protection Group — Upsell 2026,,Id. Decision Makers,2026-09-23,161728
OPP001146,Sterling Risk Partners — Renewal 2026,ACC000146,Perception Analysis,2026-09-24,161865
OPP001147,Westpoint Insurance Alliance — Expansion 2026,ACC000147,Proposal/Price Quote,2026-09-25,
