ExternalId,Subject,Status,Priority,Reason,Account_ExternalId__c,Contact_ExternalId__c
CASE001147,General enquiry — Case 1147,Escalated,,,,
CASE001148,General enquiry — Case 1148,Closed,Medium,,ACC000148,CON001148
CASE001149,General enquiry — Case 1149,New,,,ACC000149,
CASE001150,General enquiry — Case 1150,Working,High,,,CON001150
CASE001151,General enquiry — Case 1151,Escalated,,,ACC000151,
CASE001152,General enquiry — Case 1152,Closed,Low,,ACC000152,CON001152
CASE001153,General enquiry — Case 1153,New,,,,
CASE001154,General enquiry — Case 1154,Working,Medium,,ACC000154,CON001154
CASE001155,General enquiry — Case 1155,Escalated,,,ACC000155,
CASE001156,General enquiry — Case 1156,Closed,High,,,CON001156
CASE001157,General enquiry — Case 1157,New,,,ACC000157,
CASE001158,General enquiry — Case 1158,Working,Low,,ACC000158,CON001158
CASE001159,General enquiry — Case 1159,Escalated,,,,
CASE001160,General enquiry — Case 1160,Closed,Medium,,ACC000160,CON001160
CASE001161,General enquiry — Case 1161,New,,,ACC000161,
CASE001162,General enquiry — Case 1162,Working,High,,,CON001162
CASE001163,General enquiry — Case 1163,Escalated,,,ACC000163,
CASE001164,General enquiry — Case 1164,Closed,Low,,ACC000164,CON001164
CASE001165,General enquiry — Case 1165,New,,,,
CASE001166,General enquiry — Case 1166,Working,Medium,,ACC000166,CON001166
CASE001167,General enquiry — Case 1167,Escalated,,,ACC000167,
CASE001168,General enquiry — Case 1168,Closed,High,,,CON001168
CASE001169,General enquiry — Case 1169,New,,,ACC000169,
CASE001170,General enquiry — Case 1170,Working,Low,,ACC000170,CON001170
CASE001171,General enquiry — Case 1171,Escalated,,,,
CASE001172,General enquiry — Case 1172,Closed,Medium,,ACC000172,CON001172
CASE001173,General enquiry — Case 1173,New,,,ACC000173,
CASE001174,General enquiry — Case 1174,Working,High,,,CON001174
CASE001175,General enquiry — Case 1175,Escalated,,,ACC000175,
CASE001176,General enquiry — Case 1176,Closed,Low,,ACC000176,CON001176
CASE001177,General enquiry — Case 1177,New,,,,
CASE001178,General enquiry — Case 1178,Working,Medium,,ACC000178,CON001178
CASE001179,General enquiry — Case 1179,Escalated,,,ACC000179,
CASE001180,General enquiry — Case 1180,Closed,High,,,CON001180
CASE001181,General enquiry — Case 1181,New,,,ACC000181,
CASE001182,General enquiry — Case 1182,Working,Low,,ACC000182,CON001182
CASE001183,General enquiry — Case 1183,Escalated,,,,
CASE001184,General enquiry — Case 1184,Closed,Medium,,ACC000184,CON001184
CASE001185,General enquiry — Case 1185,New,,,ACC000185,
CASE001186,General enquiry — Case 1186,Working,High,,,CON001186
CASE001187,General enquiry — Case 1187,Escalated,,,ACC000187,
CASE001188,General enquiry — Case 1188,Closed,Low,,ACC000188,CON001188
CASE001189,General enquiry — Case 1189,New,,,,
CASE001190,General enquiry — Case 1190,Working,Medium,,ACC000190,CON001190
CASE001191,General enquiry — Case 1191,Escalated,,,ACC000191,
CASE001192,General enquiry — Case 1192,Closed,High,,,CON001192
CASE001193,General enquiry — Case 1193,New,,,ACC000193,
CASE001194,General enquiry — Case 1194,Working,Low,,ACC000194,CON001194
CASE001195,General enquiry — Case 1195,Escalated,,,,
CASE001196,General enquiry — Case 1196,Closed,Medium,,ACC000196,CON001196
CASE001197,General enquiry — Case 1197,New,,,ACC000197,
CASE001198,General enquiry — Case 1198,Working,High,,,CON001198
CASE001199,General enquiry — Case 1199,Escalated,,,ACC000199,
CASE001200,General enquiry — Case 1200,Closed,Low,,ACC000200,CON001200
CASE001201,General enquiry — Case 1201,New,,,,
CASE001202,General enquiry — Case 1202,Working,Medium,,ACC000202,CON001202
CASE001203,General enquiry — Case 1203,Escalated,,,ACC000203,
CASE001204,General enquiry — Case 1204,Closed,High,,,CON001204
CASE001205,General enquiry — Case 1205,New,,,ACC000205,
CASE001206,General enquiry — Case 1206,Working,Low,,ACC000206,CON001206
CASE001207,General enquiry — Case 1207,Escalated,,,,
CASE001208,General enquiry — Case 1208,Closed,Medium,,ACC000208,CON001208
CASE001209,General enquiry — Case 1209,New,,,ACC000209,
CASE001210,General enquiry — Case 1210,Working,High,,,CON001210
CASE001211,General enquiry — Case 1211,Escalated,,,ACC000211,
CASE001212,General enquiry — Case 1212,Closed,Low,,ACC000212,CON001212
CASE001213,General enquiry — Case 1213,New,,,,
CASE001214,General enquiry — Case 1214,Working,Medium,,ACC000214,CON001214
CASE001215,General enquiry — Case 1215,Escalated,,,ACC000215,
CASE001216,General enquiry — Case 1216,Closed,High,,,CON001216
CASE001217,General enquiry — Case 1217,New,,,ACC000217,
CASE001218,General enquiry — Case 1218,Working,Low,,ACC000218,CON001218
CASE001219,General enquiry — Case 1219,Escalated,,,,
CASE001220,General enquiry — Case 1220,Closed,Medium,,ACC000220,CON001220
CASE001221,General enquiry — Case 1221,New,,,ACC000221,
CASE001222,General enquiry — Case 1222,Working,High,,,CON001222
CASE001223,General enquiry — Case 1223,Escalated,,,ACC000223,
CASE001224,General enquiry — Case 1224,Closed,Low,,ACC000224,CON001224
CASE001225,General enquiry — Case 1225,New,,,,
CASE001226,General enquiry — Case 1226,Working,Medium,,ACC000226,CON001226
CASE001227,General enquiry — Case 1227,Escalated,,,ACC000227,
CASE001228,General enquiry — Case 1228,Closed,High,,,CON001228
CASE001229,General enquiry — Case 1229,New,,,ACC000229,
CASE001230,General enquiry — Case 1230,Working,Low,,ACC000230,CON001230
CASE001231,General enquiry — Case 1231,Escalated,,,,
CASE001232,General enquiry — Case 1232,Closed,Medium,,ACC000232,CON001232
CASE001233,General enquiry — Case 1233,New,,,ACC000233,
CASE001234,General enquiry — Case 1234,Working,High,,,CON001234
CASE001235,General enquiry — Case 1235,Escalated,,,ACC000235,
CASE001236,General enquiry — Case 1236,Closed,Low,,ACC000236,CON001236
CASE001237,General enquiry — Case 1237,New,,,,
CASE001238,General enquiry — Case 1238,Working,Medium,,ACC000238,CON001238
CASE001239,General enquiry — Case 1239,Escalated,,,ACC000239,
CASE001240,General enquiry — Case 1240,Closed,High,,,CON001240
CASE001241,General enquiry — Case 1241,New,,,ACC000241,
CASE001242,General enquiry — Case 1242,Working,Low,,ACC000242,CON001242
CASE001243,General enquiry — Case 1243,Escalated,,,,
CASE001244,General enquiry — Case 1244,Closed,Medium,,ACC000244,CON001244
CASE001245,General enquiry — Case 1245,New,,,ACC000245,
CASE001246,General enquiry — Case 1246,Working,High,,,CON001246
CASE001247,General enquiry — Case 1247,Escalated,,,ACC000247,
CASE001248,General enquiry — Case 1248,Closed,Low,,ACC000248,CON001248
CASE001249,General enquiry — Case 1249,New,,,,
CASE001250,General enquiry — Case 1250,Working,Medium,,ACC000250,CON001250
CASE001251,General enquiry — Case 1251,Escalated,,,ACC000251,
CASE001252,General enquiry — Case 1252,Closed,High,,,CON001252
CASE001253,General enquiry — Case 1253,New,,,ACC000253,
CASE001254,General enquiry — Case 1254,Working,Low,,ACC000254,CON001254
CASE001255,General enquiry — Case 1255,Escalated,,,,
CASE001256,General enquiry — Case 1256,Closed,Medium,,ACC000256,CON001256
CASE001257,General enquiry — Case 1257,New,,,ACC000257,
CASE001258,General enquiry — Case 1258,Working,High,,,CON001258
CASE001259,General enquiry — Case 1259,Escalated,,,ACC000259,
CASE001260,General enquiry — Case 1260,Closed,Low,,ACC000260,CON001260
CASE001261,General enquiry — Case 1261,New,,,,
CASE001262,General enquiry — Case 1262,Working,Medium,,ACC000262,CON001262
CASE001263,General enquiry — Case 1263,Escalated,,,ACC000263,
CASE001264,General enquiry — Case 1264,Closed,High,,,CON001264
CASE001265,General enquiry — Case 1265,New,,,ACC000265,
CASE001266,General enquiry — Case 1266,Working,Low,,ACC000266,CON001266
CASE001267,General enquiry — Case 1267,Escalated,,,,
CASE001268,General enquiry — Case 1268,Closed,Medium,,ACC000268,CON001268
CASE001269,General enquiry — Case 1269,New,,,ACC000269,
CASE001270,General enquiry — Case 1270,Working,High,,,CON001270
CASE001271,General enquiry — Case 1271,Escalated,,,ACC000271,
CASE001272,General enquiry — Case 1272,Closed,Low,,ACC000272,CON001272
CASE001273,General enquiry — Case 1273,New,,,,
CASE001274,General enquiry — Case 1274,Working,Medium,,ACC000274,CON001274
CASE001275,General enquiry — Case 1275,Escalated,,,ACC000275,
CASE001276,General enquiry — Case 1276,Closed,High,,,CON001276
CASE001277,General enquiry — Case 1277,New,,,ACC000277,
CASE001278,General enquiry — Case 1278,Working,Low,,ACC000278,CON001278
CASE001279,General enquiry — Case 1279,Escalated,,,,
CASE001280,General enquiry — Case 1280,Closed,Medium,,ACC000280,CON001280
CASE001281,General enquiry — Case 1281,New,,,ACC000281,
CASE001282,General enquiry — Case 1282,Working,High,,,CON001282
CASE001283,General enquiry — Case 1283,Escalated,,,ACC000283,
CASE001284,General enquiry — Case 1284,Closed,Low,,ACC000284,CON001284
CASE001285,General enquiry — Case 1285,New,,,,
CASE001286,General enquiry — Case 1286,Working,Medium,,ACC000286,CON001286
CASE001287,General enquiry — Case 1287,Escalated,,,ACC000287,
CASE001288,General enquiry — Case 1288,Closed,High,,,CON001288
CASE001289,General enquiry — Case 1289,New,,,ACC000289,
CASE001290,General enquiry — Case 1290,Working,Low,,ACC000290,CON001290
CASE001291,General enquiry — Case 1291,Escalated,,,,
CASE001292,General enquiry — Case 1292,Closed,Medium,,ACC000292,CON001292
CASE001293,General enquiry — Case 1293,New,,,ACC000293,
CASE001294,General enquiry — Case 1294,Working,High,,,CON001294
CASE001295,General enquiry — Case 1295,Escalated,,,ACC000295,
CASE001296,General enquiry — Case 1296,Closed,Low,,ACC000296,CON001296
CASE001297,General enquiry — Case 1297,New,,,,
CASE001298,General enquiry — Case 1298,Working,Medium,,ACC000298,CON001298
CASE001299,General enquiry — Case 1299,Escalated,,,ACC000299,
CASE001300,General enquiry — Case 1300,Closed,High,,,CON001300
CASE001301,General enquiry — Case 1301,New,,,ACC000301,
CASE001302,General enquiry — Case 1302,Working,Low,,ACC000302,CON001302
CASE001303,General enquiry — Case 1303,Escalated,,,,
CASE001304,General enquiry — Case 1304,Closed,Medium,,ACC000304,CON001304
CASE001305,General enquiry — Case 1305,New,,,ACC000305,
CASE001306,General enquiry — Case 1306,Working,High,,,CON001306
CASE001307,General enquiry — Case 1307,Escalated,,,ACC000307,
CASE001308,General enquiry — Case 1308,Closed,Low,,ACC000308,CON001308
CASE001309,General enquiry — Case 1309,New,,,,
CASE001310,General enquiry — Case 1310,Working,Medium,,ACC000310,CON001310
CASE001311,General enquiry — Case 1311,Escalated,,,ACC000311,
CASE001312,General enquiry — Case 1312,Closed,High,,,CON001312
CASE001313,General enquiry — Case 1313,New,,,ACC000313,
CASE001314,General enquiry — Case 1314,Working,Low,,ACC000314,CON001314
CASE001315,General enquiry — Case 1315,Escalated,,,,
CASE001316,General enquiry — Case 1316,Closed,Medium,,ACC000316,CON001316
CASE001317,General enquiry — Case 1317,New,,,ACC000317,
CASE001318,General enquiry — Case 1318,Working,High,,,CON001318
CASE001319,General enquiry — Case 1319,Escalated,,,ACC000319,
CASE001320,General enquiry — Case 1320,Closed,Low,,ACC000320,CON001320
CASE001321,General enquiry — Case 1321,New,,,,
CASE001322,General enquiry — Case 1322,Working,Medium,,ACC000322,CON001322
CASE001323,General enquiry — Case 1323,Escalated,,,ACC000323,
CASE001324,General enquiry — Case 1324,Closed,High,,,CON001324
CASE001325,General enquiry — Case 1325,New,,,ACC000325,
CASE001326,General enquiry — Case 1326,Working,Low,,ACC000326,CON001326
CASE001327,General enquiry — Case 1327,Escalated,,,,
CASE001328,General enquiry — Case 1328,Closed,Medium,,ACC000328,CON001328
CASE001329,General enquiry — Case 1329,New,,,ACC000329,
CASE001330,General enquiry — Case 1330,Working,High,,,CON001330
CASE001331,General enquiry — Case 1331,Escalated,,,ACC000331,
CASE001332,General enquiry — Case 1332,Closed,Low,,ACC000332,CON001332
CASE001333,General enquiry — Case 1333,New,,,,
CASE001334,General enquiry — Case 1334,Working,Medium,,ACC000334,CON001334
CASE001335,General enquiry — Case 1335,Escalated,,,ACC000335,
CASE001336,General enquiry — Case 1336,Closed,High,,,CON001336
CASE001337,General enquiry — Case 1337,New,,,ACC000337,
CASE001338,General enquiry — Case 1338,Working,Low,,ACC000338,CON001338
CASE001339,General enquiry — Case 1339,Escalated,,,,
CASE001340,General enquiry — Case 1340,Closed,Medium,,ACC000340,CON001340
CASE001341,General enquiry — Case 1341,New,,,ACC000341,
CASE001342,General enquiry — Case 1342,Working,High,,,CON001342
CASE001343,General enquiry — Case 1343,Escalated,,,ACC000343,
CASE001344,General enquiry — Case 1344,Closed,Low,,ACC000344,CON001344
CASE001345,General enquiry — Case 1345,New,,,,
CASE001346,General enquiry — Case 1346,Working,Medium,,ACC000346,CON001346
CASE001347,General enquiry — Case 1347,Escalated,,,ACC000347,
CASE001348,General enquiry — Case 1348,Closed,High,,,CON001348
CASE001349,General enquiry — Case 1349,New,,,ACC000349,
CASE001350,General enquiry — Case 1350,Working,Low,,ACC000350,CON001350
CASE001351,General enquiry — Case 1351,Escalated,,,,
CASE001352,General enquiry — Case 1352,Closed,Medium,,ACC000352,CON001352
CASE001353,General enquiry — Case 1353,New,,,ACC000353,
CASE001354,General enquiry — Case 1354,Working,High,,,CON001354
CASE001355,General enquiry — Case 1355,Escalated,,,ACC000355,
CASE001356,General enquiry — Case 1356,Closed,Low,,ACC000356,CON001356
CASE001357,General enquiry — Case 1357,New,,,,
CASE001358,General enquiry — Case 1358,Working,Medium,,ACC000358,CON001358
CASE001359,General enquiry — Case 1359,Escalated,,,ACC000359,
CASE001360,General enquiry — Case 1360,Closed,High,,,CON001360
CASE001361,General enquiry — Case 1361,New,,,ACC000361,
CASE001362,General enquiry — Case 1362,Working,Low,,ACC000362,CON001362
CASE001363,General enquiry — Case 1363,Escalated,,,,
CASE001364,General enquiry — Case 1364,Closed,Medium,,ACC000364,CON001364
CASE001365,General enquiry — Case 1365,New,,,ACC000365,
CASE001366,General enquiry — Case 1366,Working,High,,,CON001366
CASE001367,General enquiry — Case 1367,Escalated,,,ACC000367,
CASE001368,General enquiry — Case 1368,Closed,Low,,ACC000368,CON001368
CASE001369,General enquiry — Case 1369,New,,,,
CASE001370,General enquiry — Case 1370,Working,Medium,,ACC000370,CON001370
CASE001371,General enquiry — Case 1371,Escalated,,,ACC000371,
CASE001372,General enquiry — Case 1372,Closed,High,,,CON001372
CASE001373,General enquiry — Case 1373,New,,,ACC000373,
CASE001374,General enquiry — Case 1374,Working,Low,,ACC000374,CON001374
CASE001375,General enquiry — Case 1375,Escalated,,,,
CASE001376,General enquiry — Case 1376,Closed,Medium,,ACC000376,CON001376
CASE001377,General enquiry — Case 1377,New,,,ACC000377,
CASE001378,General enquiry — Case 1378,Working,High,,,CON001378
CASE001379,General enquiry — Case 1379,Escalated,,,ACC000379,
CASE001380,General enquiry — Case 1380,Closed,Low,,ACC000380,CON001380
CASE001381,General enquiry — Case 1381,New,,,,
CASE001382,General enquiry — Case 1382,Working,Medium,,ACC000382,CON001382
CASE001383,General enquiry — Case 1383,Escalated,,,ACC000383,
CASE001384,General enquiry — Case 1384,Closed,High,,,CON001384
CASE001385,General enquiry — Case 1385,New,,,ACC000385,
CASE001386,General enquiry — Case 1386,Working,Low,,ACC000386,CON001386
CASE001387,General enquiry — Case 1387,Escalated,,,,
CASE001388,General enquiry — Case 1388,Closed,Medium,,ACC000388,CON001388
CASE001389,General enquiry — Case 1389,New,,,ACC000389,
CASE001390,General enquiry — Case 1390,Working,High,,,CON001390
CASE001391,General enquiry — Case 1391,Escalated,,,ACC000391,
CASE001392,General enquiry — Case 1392,Closed,Low,,ACC000392,CON001392
CASE001393,General enquiry — Case 1393,New,,,,
CASE001394,General enquiry — Case 1394,Working,Medium,,ACC000394,CON001394
CASE001395,General enquiry — Case 1395,Escalated,,,ACC000395,
CASE001396,General enquiry — Case 1396,Closed,High,,,CON001396
CASE001397,General enquiry — Case 1397,New,,,ACC000397,
CASE001398,General enquiry — Case 1398,Working,Low,,ACC000398,CON001398
CASE001399,General enquiry — Case 1399,Escalated,,,,
CASE001400,General enquiry — Case 1400,Closed,Medium,,ACC000400,CON001400
CASE001401,General enquiry — Case 1401,New,,,ACC000401,
CASE001402,General enquiry — Case 1402,Working,High,,,CON001402
CASE001403,General enquiry — Case 1403,Escalated,,,ACC000403,
CASE001404,General enquiry — Case 1404,Closed,Low,,ACC000404,CON001404
CASE001405,General enquiry — Case 1405,New,,,,
CASE001406,General enquiry — Case 1406,Working,Medium,,ACC000406,CON001406
CASE001407,General enquiry — Case 1407,Escalated,,,ACC000407,
CASE001408,General enquiry — Case 1408,Closed,High,,,CON001408
CASE001409,General enquiry — Case 1409,New,,,ACC000409,
CASE001410,General enquiry — Case 1410,Working,Low,,ACC000410,CON001410
CASE001411,General enquiry — Case 1411,Escalated,,,,
CASE001412,General enquiry — Case 1412,Closed,Medium,,ACC000412,CON001412
CASE001413,General enquiry — Case 1413,New,,,ACC000413,
CASE001414,General enquiry — Case 1414,Working,High,,,CON001414
CASE001415,General enquiry — Case 1415,Escalated,,,ACC000415,
CASE001416,General enquiry — Case 1416,Closed,Low,,ACC000416,CON001416
CASE001417,General enquiry — Case 1417,New,,,,
CASE001418,General enquiry — Case 1418,Working,Medium,,ACC000418,CON001418
CASE001419,General enquiry — Case 1419,Escalated,,,ACC000419,
CASE001420,General enquiry — Case 1420,Closed,High,,,CON001420
CASE001421,General enquiry — Case 1421,New,,,ACC000421,
CASE001422,General enquiry — Case 1422,Working,Low,,ACC000422,CON001422
CASE001423,General enquiry — Case 1423,Escalated,,,,
CASE001424,General enquiry — Case 1424,Closed,Medium,,ACC000424,CON001424
CASE001425,General enquiry — Case 1425,New,,,ACC000425,
CASE001426,General enquiry — Case 1426,Working,High,,,CON001426
CASE001427,General enquiry — Case 1427,Escalated,,,ACC000427,
CASE001428,General enquiry — Case 1428,Closed,Low,,ACC000428,CON001428
CASE001429,General enquiry — Case 1429,New,,,,
CASE001430,General enquiry — Case 1430,Working,Medium,,ACC000430,CON001430
CASE001431,General enquiry — Case 1431,Escalated,,,ACC000431,
CASE001432,General enquiry — Case 1432,Closed,High,,,CON001432
CASE001433,General enquiry — Case 1433,New,,,ACC000433,
CASE001434,General enquiry — Case 1434,Working,Low,,ACC000434,CON001434
CASE001435,General enquiry — Case 1435,Escalated,,,,
CASE001436,General enquiry — Case 1436,Closed,Medium,,ACC000436,CON001436
CASE001437,General enquiry — Case 1437,New,,,ACC000437,
CASE001438,General enquiry — Case 1438,Working,High,,,CON001438
CASE001439,General enquiry — Case 1439,Escalated,,,ACC000439,
CASE001440,General enquiry — Case 1440,Closed,Low,,ACC000440,CON001440
CASE001441,General enquiry — Case 1441,New,,,,
CASE001442,General enquiry — Case 1442,Working,Medium,,ACC000442,CON001442
CASE001443,General enquiry — Case 1443,Escalated,,,ACC000443,
CASE001444,General enquiry — Case 1444,Closed,High,,,CON001444
CASE001445,General enquiry — Case 1445,New,,,ACC000445,
CASE001446,General enquiry — Case 1446,Working,Low,,ACC000446,CON001446
CASE001447,General enquiry — Case 1447,Escalated,,,,
CASE001448,General enquiry — Case 1448,Closed,Medium,,ACC000448,CON001448
CASE001449,General enquiry — Case 1449,New,,,ACC000449,
CASE001450,General enquiry — Case 1450,Working,High,,,CON001450
CASE001451,General enquiry — Case 1451,Escalated,,,ACC000451,
CASE001452,General enquiry — Case 1452,Closed,Low,,ACC000452,CON001452
CASE001453,General enquiry — Case 1453,New,,,,
CASE001454,General enquiry — Case 1454,Working,Medium,,ACC000454,CON001454
CASE001455,General enquiry — Case 1455,Escalated,,,ACC000455,
CASE001456,General enquiry — Case 1456,Closed,High,,,CON001456
CASE001457,General enquiry — Case 1457,New,,,ACC000457,
CASE001458,General enquiry — Case 1458,Working,Low,,ACC000458,CON001458
CASE001459,General enquiry — Case 1459,Escalated,,,,
CASE001460,General enquiry — Case 1460,Closed,Medium,,ACC000460,CON001460
CASE001461,General enquiry — Case 1461,New,,,ACC000461,
CASE001462,General enquiry — Case 1462,Working,High,,,CON001462
CASE001463,General enquiry — Case 1463,Escalated,,,ACC000463,
CASE001464,General enquiry — Case 1464,Closed,Low,,ACC000464,CON001464
CASE001465,General enquiry — Case 1465,New,,,,
CASE001466,General enquiry — Case 1466,Working,Medium,,ACC000466,CON001466
CASE001467,General enquiry — Case 1467,Escalated,,,ACC000467,
CASE001468,General enquiry — Case 1468,Closed,High,,,CON001468
CASE001469,General enquiry — Case 1469,New,,,ACC000469,
CASE001470,General enquiry — Case 1470,Working,Low,,ACC000470,CON001470
CASE001471,General enquiry — Case 1471,Escalated,,,,
CASE001472,General enquiry — Case 1472,Closed,Medium,,ACC000472,CON001472
CASE001473,General enquiry — Case 1473,New,,,ACC000473,
CASE001474,General enquiry — Case 1474,Working,High,,,CON001474
CASE001475,General enquiry — Case 1475,Escalated,,,ACC000475,
CASE001476,General enquiry — Case 1476,Closed,Low,,ACC000476,CON001476
CASE001477,General enquiry — Case 1477,New,,,,
CASE001478,General enquiry — Case 1478,Working,Medium,,ACC000478,CON001478
CASE001479,General enquiry — Case 1479,Escalated,,,ACC000479,
CASE001480,General enquiry — Case 1480,Closed,High,,,CON001480
CASE001481,General enquiry — Case 1481,New,,,ACC000481,
CASE001482,General enquiry — Case 1482,Working,Low,,ACC000482,CON001482
CASE001483,General enquiry — Case 1483,Escalated,,,,
CASE001484,General enquiry — Case 1484,Closed,Medium,,ACC000484,CON001484
CASE001485,General enquiry — Case 1485,New,,,ACC000485,
CASE001486,General enquiry — Case 1486,Working,High,,,CON001486
CASE001487,General enquiry — Case 1487,Escalated,,,ACC000487,
CASE001488,General enquiry — Case 1488,Closed,Low,,ACC000488,CON001488
CASE001489,General enquiry — Case 1489,New,,,,
CASE001490,General enquiry — Case 1490,Working,Medium,,ACC000490,CON001490
CASE001491,General enquiry — Case 1491,Escalated,,,ACC000491,
CASE001492,General enquiry — Case 1492,Closed,High,,,CON001492
CASE001493,General enquiry — Case 1493,New,,,ACC000493,
CASE001494,General enquiry — Case 1494,Working,Low,,ACC000494,CON001494
CASE001495,General enquiry — Case 1495,Escalated,,,,
CASE001496,General enquiry — Case 1496,Closed,Medium,,ACC000496,CON001496
CASE001497,General enquiry — Case 1497,New,,,ACC000497,
CASE001498,General enquiry — Case 1498,Working,High,,,CON001498
CASE001499,General enquiry — Case 1499,Escalated,,,ACC000499,
CASE001500,General enquiry — Case 1500,Closed,Low,,ACC000500,CON001500
CASE001501,General enquiry — Case 1501,New,,,,
CASE001502,General enquiry — Case 1502,Working,Medium,,ACC000002,CON001502
CASE001503,General enquiry — Case 1503,Escalated,,,ACC000003,
CASE001504,General enquiry — Case 1504,Closed,High,,,CON001504
CASE001505,General enquiry — Case 1505,New,,,ACC000005,
CASE001506,General enquiry — Case 1506,Working,Low,,ACC000006,CON001506
CASE001507,General enquiry — Case 1507,Escalated,,,,
CASE001508,General enquiry — Case 1508,Closed,Medium,,ACC000008,CON001508
CASE001509,General enquiry — Case 1509,New,,,ACC000009,
CASE001510,General enquiry — Case 1510,Working,High,,,CON001510
CASE001511,General enquiry — Case 1511,Escalated,,,ACC000011,
CASE001512,General enquiry — Case 1512,Closed,Low,,ACC000012,CON001512
CASE001513,General enquiry — Case 1513,New,,,,
CASE001514,General enquiry — Case 1514,Working,Medium,,ACC000014,CON001514
CASE001515,General enquiry — Case 1515,Escalated,,,ACC000015,
CASE001516,General enquiry — Case 1516,Closed,High,,,CON001516
CASE001517,General enquiry — Case 1517,New,,,ACC000017,
CASE001518,General enquiry — Case 1518,Working,Low,,ACC000018,CON001518
CASE001519,General enquiry — Case 1519,Escalated,,,,
CASE001520,General enquiry — Case 1520,Closed,Medium,,ACC000020,CON001520
CASE001521,General enquiry — Case 1521,New,,,ACC000021,
CASE001522,General enquiry — Case 1522,Working,High,,,CON001522
CASE001523,General enquiry — Case 1523,Escalated,,,ACC000023,
CASE001524,General enquiry — Case 1524,Closed,Low,,ACC000024,CON001524
CASE001525,General enquiry — Case 1525,New,,,,
CASE001526,General enquiry — Case 1526,Working,Medium,,ACC000026,CON001526
CASE001527,General enquiry — Case 1527,Escalated,,,ACC000027,
CASE001528,General enquiry — Case 1528,Closed,High,,,CON001528
CASE001529,General enquiry — Case 1529,New,,,ACC000029,
CASE001530,General enquiry — Case 1530,Working,Low,,ACC000030,CON001530
CASE001531,General enquiry — Case 1531,Escalated,,,,
CASE001532,General enquiry — Case 1532,Closed,Medium,,ACC000032,CON001532
CASE001533,General enquiry — Case 1533,New,,,ACC000033,
CASE001534,General enquiry — Case 1534,Working,High,,,CON001534
CASE001535,General enquiry — Case 1535,Escalated,,,ACC000035,
CASE001536,General enquiry — Case 1536,Closed,Low,,ACC000036,CON001536
CASE001537,General enquiry — Case 1537,New,,,,
CASE001538,General enquiry — Case 1538,Working,Medium,,ACC000038,CON001538
CASE001539,General enquiry — Case 1539,Escalated,,,ACC000039,
CASE001540,General enquiry — Case 1540,Closed,High,,,CON001540
CASE001541,General enquiry — Case 1541,New,,,ACC000041,
CASE001542,General enquiry — Case 1542,Working,Low,,ACC000042,CON001542
CASE001543,General enquiry — Case 1543,Escalated,,,,
CASE001544,General enquiry — Case 1544,Closed,Medium,,ACC000044,CON001544
CASE001545,General enquiry — Case 1545,New,,,ACC000045,
CASE001546,General enquiry — Case 1546,Working,High,,,CON001546
CASE001547,General enquiry — Case 1547,Escalated,,,ACC000047,
CASE001548,General enquiry — Case 1548,Closed,Low,,ACC000048,CON001548
CASE001549,General enquiry — Case 1549,New,,,,
CASE001550,General enquiry — Case 1550,Working,Medium,,ACC000050,CON001550
CASE001551,General enquiry — Case 1551,Escalated,,,ACC000051,
CASE001552,General enquiry — Case 1552,Closed,High,,,CON001552
CASE001553,General enquiry — Case 1553,New,,,ACC000053,
CASE001554,General enquiry — Case 1554,Working,Low,,ACC000054,CON001554
CASE001555,General enquiry — Case 1555,Escalated,,,,
CASE001556,General enquiry — Case 1556,Closed,Medium,,ACC000056,CON001556
CASE001557,General enquiry — Case 1557,New,,,ACC000057,
CASE001558,General enquiry — Case 1558,Working,High,,,CON001558
CASE001559,General enquiry — Case 1559,Escalated,,,ACC000059,
CASE001560,General enquiry — Case 1560,Closed,Low,,ACC000060,CON001560
CASE001561,General enquiry — Case 1561,New,,,,
CASE001562,General enquiry — Case 1562,Working,Medium,,ACC000062,CON001562
CASE001563,General enquiry — Case 1563,Escalated,,,ACC000063,
CASE001564,General enquiry — Case 1564,Closed,High,,,CON001564
CASE001565,General enquiry — Case 1565,New,,,ACC000065,
CASE001566,General enquiry — Case 1566,Working,Low,,ACC000066,CON001566
CASE001567,General enquiry — Case 1567,Escalated,,,,
CASE001568,General enquiry — Case 1568,Closed,Medium,,ACC000068,CON001568
CASE001569,General enquiry — Case 1569,New,,,ACC000069,
CASE001570,General enquiry — Case 1570,Working,High,,,CON001570
CASE001571,General enquiry — Case 1571,Escalated,,,ACC000071,
CASE001572,General enquiry — Case 1572,Closed,Low,,ACC000072,CON001572
CASE001573,General enquiry — Case 1573,New,,,,
CASE001574,General enquiry — Case 1574,Working,Medium,,ACC000074,CON001574
CASE001575,General enquiry — Case 1575,Escalated,,,ACC000075,
CASE001576,General enquiry — Case 1576,Closed,High,,,CON001576
CASE001577,General enquiry — Case 1577,New,,,ACC000077,
CASE001578,General enquiry — Case 1578,Working,Low,,ACC000078,CON001578
CASE001579,General enquiry — Case 1579,Escalated,,,,
CASE001580,General enquiry — Case 1580,Closed,Medium,,ACC000080,CON001580
CASE001581,General enquiry — Case 1581,New,,,ACC000081,
CASE001582,General enquiry — Case 1582,Working,High,,,CON001582
CASE001583,General enquiry — Case 1583,Escalated,,,ACC000083,
CASE001584,General enquiry — Case 1584,Closed,Low,,ACC000084,CON001584
